[INFO ] [2021-07-24 00:50:05,934] Precondition: Click to here link to register
[INFO ] [2021-07-24 16:34:29,625] NewCustomer_06 - Step 01: Input space at first character to mobile number textbox with value :  123
[INFO ] [2021-07-24 16:34:29,733] NewCustomer_06 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:34:29,785]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:34:29,791] NewCustomer_07 - Step 01: Input space to mobile number textbox with value: 12 45
[INFO ] [2021-07-24 16:34:29,877] NewCustomer_07 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:34:29,911]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:34:29,917] NewCustomer_08 - Step 01: Input special characters to mobile number textbox with value : 123@!#
[INFO ] [2021-07-24 16:34:30,006] NewCustomer_08 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:34:30,042]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:34:30,058] NewCustomer_09 - Step 01: Input invalid format to email textbox with value : duc@gmail
[INFO ] [2021-07-24 16:34:30,172] NewCustomer_09 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:34:30,217]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:34:30,222] NewCustomer_10 - Step 01: Input space to email textbox with value : du c@gmail
[INFO ] [2021-07-24 16:34:30,314] NewCustomer_10 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:34:30,348]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:34:30,353] OS name = windows 10
[INFO ] [2021-07-24 16:34:31,139] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-24 16:51:26,776] Precondition: Click to here link to register
[INFO ] [2021-07-24 16:51:28,564] Precondition: Input email ID textbox
[INFO ] [2021-07-24 16:51:28,791] Precondition: Click to submit button
[INFO ] [2021-07-24 16:51:29,704] Precondition: Get user id to login
[INFO ] [2021-07-24 16:51:29,772] Precondition: Get password to login
[INFO ] [2021-07-24 16:51:29,833] Precondition: Open url login page
[INFO ] [2021-07-24 16:51:31,287] Precondition: Input user ID
[INFO ] [2021-07-24 16:51:31,420] Precondition: Input password
[INFO ] [2021-07-24 16:51:31,542] Precondition: Click to login button
[INFO ] [2021-07-24 16:51:33,474] NewCustomer_01 - Step 01: Click to New Customer page
[INFO ] [2021-07-24 16:51:33,955] NewCustomer_01 - Step 02: Input not numberic to pin textbox with value: 123duc
[INFO ] [2021-07-24 16:51:34,102] NewCustomer_01 - Step 03: Verify message displayed
[INFO ] [2021-07-24 16:51:34,152]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:34,310] NewCustomer_02 - Step 01: Input numeric to pin textbox with value : 123
[INFO ] [2021-07-24 16:51:34,443] NewCustomer_02 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:51:34,485]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:34,508] NewCustomer_03 - Step 01: Input special characters to pin textbox with value : 123@!#
[INFO ] [2021-07-24 16:51:34,646] NewCustomer_03 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:51:34,690]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:34,695] NewCustomer_04 - Step 01: Input space at first character to pin textbox with value :  123
[INFO ] [2021-07-24 16:51:34,788] NewCustomer_04 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:51:34,825]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:34,832] NewCustomer_05 - Step 01: Input space to pin textbox with value: 12 45
[INFO ] [2021-07-24 16:51:34,919] NewCustomer_05 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:51:34,955]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:34,961] NewCustomer_06 - Step 01: Input space at first character to mobile number textbox with value :  123
[INFO ] [2021-07-24 16:51:35,070] NewCustomer_06 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:51:35,123]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:35,129] NewCustomer_07 - Step 01: Input space to mobile number textbox with value: 12 45
[INFO ] [2021-07-24 16:51:35,218] NewCustomer_07 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:51:35,255]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:35,261] NewCustomer_08 - Step 01: Input special characters to mobile number textbox with value : 123@!#
[INFO ] [2021-07-24 16:51:35,354] NewCustomer_08 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:51:35,388]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:35,404] NewCustomer_09 - Step 01: Input invalid format to email textbox with value : duc@gmail
[INFO ] [2021-07-24 16:51:35,535] NewCustomer_09 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:51:35,584]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:35,590] NewCustomer_10 - Step 01: Input space to email textbox with value : du c@gmail
[INFO ] [2021-07-24 16:51:35,695] NewCustomer_10 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:51:35,733]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:35,738] NewCustomer_11 - Step 01: Check all field are displayed
[INFO ] [2021-07-24 16:51:35,788]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:35,838]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:35,885]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:35,928]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:35,970]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:36,014]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:36,058]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:36,106]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:36,151]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:36,196]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:51:36,200] OS name = windows 10
[INFO ] [2021-07-24 16:51:37,040] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-24 16:54:18,680] Precondition: Click to here link to register
[INFO ] [2021-07-24 16:54:20,310] Precondition: Input email ID textbox
[INFO ] [2021-07-24 16:54:20,514] Precondition: Click to submit button
[INFO ] [2021-07-24 16:54:21,394] Precondition: Get user id to login
[INFO ] [2021-07-24 16:54:21,468] Precondition: Get password to login
[INFO ] [2021-07-24 16:54:21,525] Precondition: Open url login page
[INFO ] [2021-07-24 16:54:22,858] Precondition: Input user ID
[INFO ] [2021-07-24 16:54:23,012] Precondition: Input password
[INFO ] [2021-07-24 16:54:23,149] Precondition: Click to login button
[INFO ] [2021-07-24 16:54:25,166] NewCustomer_19 - Step 01: Click to New Customer page
[INFO ] [2021-07-24 16:54:25,651] NewCustomer_19 - Step 02: Input not numberic to pin textbox with value: 123duc
[INFO ] [2021-07-24 16:54:25,799] NewCustomer_19 - Step 03: Verify message displayed
[INFO ] [2021-07-24 16:54:25,855]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:26,019] NewCustomer_20 - Step 01: Input numeric to pin textbox with value : 123
[INFO ] [2021-07-24 16:54:26,144] NewCustomer_20 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:54:26,191]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:26,222] NewCustomer_21 - Step 01: Input special characters to pin textbox with value : 123@!#
[INFO ] [2021-07-24 16:54:26,356] NewCustomer_21 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:54:26,395]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:26,401] NewCustomer_22 - Step 01: Input space at first character to pin textbox with value :  123
[INFO ] [2021-07-24 16:54:26,496] NewCustomer_22 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:54:26,532]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:26,538] NewCustomer_23 - Step 01: Input space to pin textbox with value: 12 45
[INFO ] [2021-07-24 16:54:26,630] NewCustomer_23 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:54:26,669]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:26,674] NewCustomer_24 - Step 01: Input space at first character to mobile number textbox with value :  123
[INFO ] [2021-07-24 16:54:26,798] NewCustomer_24 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:54:26,846]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:26,852] NewCustomer_25 - Step 01: Input space to mobile number textbox with value: 12 45
[INFO ] [2021-07-24 16:54:26,935] NewCustomer_25 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:54:26,969]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:26,974] NewCustomer_26 - Step 01: Input special characters to mobile number textbox with value : 123@!#
[INFO ] [2021-07-24 16:54:27,059] NewCustomer_26 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:54:27,094]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,109] NewCustomer_27 - Step 01: Input invalid format to email textbox with value : duc@gmail
[INFO ] [2021-07-24 16:54:27,240] NewCustomer_27 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:54:27,284]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,290] NewCustomer_28 - Step 01: Input space to email textbox with value : du c@gmail
[INFO ] [2021-07-24 16:54:27,381] NewCustomer_28 - Step 02: Verify message displayed
[INFO ] [2021-07-24 16:54:27,415]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,421] NewCustomer_29 - Step 01: Check all field are displayed
[INFO ] [2021-07-24 16:54:27,465]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,510]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,557]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,605]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,649]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,697]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,748]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,798]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,847]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,890]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 16:54:27,894] OS name = windows 10
[INFO ] [2021-07-24 16:54:28,706] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-24 17:07:15,903] Precondition: Click to here link to register
[INFO ] [2021-07-24 17:07:17,543] Precondition: Input email ID textbox
[INFO ] [2021-07-24 17:07:17,745] Precondition: Click to submit button
[INFO ] [2021-07-24 17:07:18,640] Precondition: Get user id to login
[INFO ] [2021-07-24 17:07:18,708] Precondition: Get password to login
[INFO ] [2021-07-24 17:07:18,769] Precondition: Open url login page
[INFO ] [2021-07-24 17:07:20,330] Precondition: Input user ID
[INFO ] [2021-07-24 17:07:20,491] Precondition: Input password
[INFO ] [2021-07-24 17:07:20,617] Precondition: Click to login button
[INFO ] [2021-07-24 17:07:22,104] NewCustomer_19 - Step 01: Click to New Customer page
[INFO ] [2021-07-24 17:07:22,609] NewCustomer_19 - Step 02: Input not numberic to pin textbox with value: 123duc
[INFO ] [2021-07-24 17:07:22,758] NewCustomer_19 - Step 03: Verify message displayed
[INFO ] [2021-07-24 17:07:22,810]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:22,984] NewCustomer_20 - Step 01: Input numeric to pin textbox with value : 123
[INFO ] [2021-07-24 17:07:23,109] NewCustomer_20 - Step 02: Verify message displayed
[INFO ] [2021-07-24 17:07:23,156]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:23,179] NewCustomer_21 - Step 01: Input special characters to pin textbox with value : 123@!#
[INFO ] [2021-07-24 17:07:23,315] NewCustomer_21 - Step 02: Verify message displayed
[INFO ] [2021-07-24 17:07:23,363]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:23,370] NewCustomer_22 - Step 01: Input space at first character to pin textbox with value :  123
[INFO ] [2021-07-24 17:07:23,480] NewCustomer_22 - Step 02: Verify message displayed
[INFO ] [2021-07-24 17:07:23,517]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:23,524] NewCustomer_23 - Step 01: Input space to pin textbox with value: 12 45
[INFO ] [2021-07-24 17:07:23,629] NewCustomer_23 - Step 02: Verify message displayed
[INFO ] [2021-07-24 17:07:23,668]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:23,674] NewCustomer_24 - Step 01: Input space at first character to mobile number textbox with value :  123
[INFO ] [2021-07-24 17:07:23,804] NewCustomer_24 - Step 02: Verify message displayed
[INFO ] [2021-07-24 17:07:23,854]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:23,860] NewCustomer_25 - Step 01: Input space to mobile number textbox with value: 12 45
[INFO ] [2021-07-24 17:07:23,966] NewCustomer_25 - Step 02: Verify message displayed
[INFO ] [2021-07-24 17:07:24,000]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,005] NewCustomer_26 - Step 01: Input special characters to mobile number textbox with value : 123@!#
[INFO ] [2021-07-24 17:07:24,092] NewCustomer_26 - Step 02: Verify message displayed
[INFO ] [2021-07-24 17:07:24,127]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,144] NewCustomer_27 - Step 01: Input invalid format to email textbox with value : duc@gmail
[INFO ] [2021-07-24 17:07:24,275] NewCustomer_27 - Step 02: Verify message displayed
[INFO ] [2021-07-24 17:07:24,322]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,328] NewCustomer_28 - Step 01: Input space to email textbox with value : du c@gmail
[INFO ] [2021-07-24 17:07:24,424] NewCustomer_28 - Step 02: Verify message displayed
[INFO ] [2021-07-24 17:07:24,459]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,465] NewCustomer_29 - Step 01: Check all field are displayed
[INFO ] [2021-07-24 17:07:24,509]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,558]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,603]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,649]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,694]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,741]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,792]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,838]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,887]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,932]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:07:24,936] OS name = windows 10
[INFO ] [2021-07-24 17:07:25,769] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-24 17:45:04,493] Precondition: Click to here link to register
[INFO ] [2021-07-24 17:45:05,867] Precondition: Input email ID textbox
[INFO ] [2021-07-24 17:45:06,071] Precondition: Click to submit button
[INFO ] [2021-07-24 17:45:06,913] Precondition: Get user id to login
[INFO ] [2021-07-24 17:45:07,000] Precondition: Get password to login
[INFO ] [2021-07-24 17:45:07,066] Precondition: Open url login page
[INFO ] [2021-07-24 17:45:08,172] Precondition: Input user ID
[INFO ] [2021-07-24 17:45:08,348] Precondition: Input password
[INFO ] [2021-07-24 17:45:08,470] Precondition: Click to login button
[INFO ] [2021-07-24 17:45:09,761] Precondition: Click to New Customer page
[INFO ] [2021-07-24 17:45:10,267] Precondition: Create new customer successful
[INFO ] [2021-07-24 17:45:11,844] OS name = windows 10
[INFO ] [2021-07-24 17:45:12,929] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-24 17:47:23,640] Precondition: Click to here link to register
[INFO ] [2021-07-24 17:47:25,256] Precondition: Input email ID textbox
[INFO ] [2021-07-24 17:47:25,444] Precondition: Click to submit button
[INFO ] [2021-07-24 17:47:26,303] Precondition: Get user id to login
[INFO ] [2021-07-24 17:47:26,382] Precondition: Get password to login
[INFO ] [2021-07-24 17:47:26,439] Precondition: Open url login page
[INFO ] [2021-07-24 17:47:27,978] Precondition: Input user ID
[INFO ] [2021-07-24 17:47:28,143] Precondition: Input password
[INFO ] [2021-07-24 17:47:28,264] Precondition: Click to login button
[INFO ] [2021-07-24 17:47:29,772] Precondition: Click to New Customer page
[INFO ] [2021-07-24 17:47:30,275] Precondition: Create new customer successful
[INFO ] [2021-07-24 17:47:32,668]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 17:47:32,956] OS name = windows 10
[INFO ] [2021-07-24 17:47:33,965] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-24 21:24:51,803] Precondition: Click to here link to register
[INFO ] [2021-07-24 21:24:53,599] Precondition: Input email ID textbox
[INFO ] [2021-07-24 21:24:53,822] Precondition: Click to submit button
[INFO ] [2021-07-24 21:24:54,640] Precondition: Get user id to login
[INFO ] [2021-07-24 21:24:54,715] Precondition: Get password to login
[INFO ] [2021-07-24 21:24:54,777] Precondition: Open url login page
[INFO ] [2021-07-24 21:24:56,333] Precondition: Input user ID
[INFO ] [2021-07-24 21:24:56,495] Precondition: Input password
[INFO ] [2021-07-24 21:24:56,617] Precondition: Click to login button
[INFO ] [2021-07-24 21:24:57,845] Precondition: Click to New Customer page
[INFO ] [2021-07-24 21:24:58,320] Precondition: Create new customer successful
[INFO ] [2021-07-24 21:25:00,635]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:25:00,801] Edit_01: Step 01 - Open Edit Customer page
[INFO ] [2021-07-24 21:25:01,442] Edit_01: Step 02 - Input empty to customer id
[INFO ] [2021-07-24 21:25:01,568] Edit_01: Step 03 - Press tab key
[INFO ] [2021-07-24 21:25:01,757] Edit_01: Step 04 - Verify error message displayed
[INFO ] [2021-07-24 21:25:01,809]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:25:01,950] Edit_02: Step 01 - Input not numberic to customer id with value: 123abc
[INFO ] [2021-07-24 21:25:02,076] Edit_02: Step 02 - Verify error message displayed
[INFO ] [2021-07-24 21:25:02,143]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:25:02,174] Edit_03: Step 01 - Input special character to customer id with value: 123abc@
[INFO ] [2021-07-24 21:25:02,361] Edit_03: Step 02 - Verify error message displayed
[INFO ] [2021-07-24 21:25:02,398]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:25:02,403] Edit_04: Step 01 - Input valid customer id with value: 17548
[INFO ] [2021-07-24 21:25:02,490] Edit_04: Step 02 - Click submit button
[INFO ] [2021-07-24 21:25:03,241] Edit_04: Step 03 - Verify submit successful with customer name displayed
[INFO ] [2021-07-24 21:25:03,303]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-24 21:25:03,475] Edit_05: Step 01 - Verify customer name
[INFO ] [2021-07-24 21:25:03,526]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-24 21:25:03,527] Edit_05: Step 02 - Verify gender
[INFO ] [2021-07-24 21:25:03,570]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-24 21:25:03,570] Edit_05: Step 03 - Verify date of birth
[INFO ] [2021-07-24 21:25:03,614]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-24 21:25:03,775] OS name = windows 10
[INFO ] [2021-07-24 21:25:04,615] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-24 21:29:48,813] Precondition: Click to here link to register
[INFO ] [2021-07-24 21:29:50,696] Precondition: Input email ID textbox
[INFO ] [2021-07-24 21:29:50,910] Precondition: Click to submit button
[INFO ] [2021-07-24 21:29:51,785] Precondition: Get user id to login
[INFO ] [2021-07-24 21:29:51,848] Precondition: Get password to login
[INFO ] [2021-07-24 21:29:51,903] Precondition: Open url login page
[INFO ] [2021-07-24 21:29:53,455] Precondition: Input user ID
[INFO ] [2021-07-24 21:29:53,594] Precondition: Input password
[INFO ] [2021-07-24 21:29:53,719] Precondition: Click to login button
[INFO ] [2021-07-24 21:29:54,989] Precondition: Click to New Customer page
[INFO ] [2021-07-24 21:29:55,502] Precondition: Create new customer successful
[INFO ] [2021-07-24 21:29:57,936]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:29:58,100] Edit_01: Step 01 - Open Edit Customer page
[INFO ] [2021-07-24 21:29:58,876] Edit_01: Step 02 - Input empty to customer id
[INFO ] [2021-07-24 21:29:59,001] Edit_01: Step 03 - Press tab key
[INFO ] [2021-07-24 21:29:59,192] Edit_01: Step 04 - Verify error message displayed
[INFO ] [2021-07-24 21:29:59,255]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:29:59,392] Edit_02: Step 01 - Input not numberic to customer id with value: 123abc
[INFO ] [2021-07-24 21:29:59,531] Edit_02: Step 02 - Verify error message displayed
[INFO ] [2021-07-24 21:29:59,579]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:29:59,611] Edit_03: Step 01 - Input special character to customer id with value: 123abc@
[INFO ] [2021-07-24 21:29:59,747] Edit_03: Step 02 - Verify error message displayed
[INFO ] [2021-07-24 21:29:59,796]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:29:59,802] Edit_04: Step 01 - Input valid customer id with value: 54088
[INFO ] [2021-07-24 21:29:59,972] Edit_04: Step 02 - Click submit button
[INFO ] [2021-07-24 21:30:00,763] Edit_04: Step 03 - Verify submit successful with customer name displayed
[INFO ] [2021-07-24 21:30:00,818]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-24 21:30:01,000] Edit_05: Step 01 - Verify customer name
[INFO ] [2021-07-24 21:30:01,056]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-24 21:30:01,057] Edit_05: Step 02 - Verify gender
[INFO ] [2021-07-24 21:30:01,103]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-24 21:30:01,103] Edit_05: Step 03 - Verify date of birth
[INFO ] [2021-07-24 21:30:01,144]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-24 21:30:01,270] OS name = windows 10
[INFO ] [2021-07-24 21:30:02,151] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-24 21:32:51,677] Precondition: Click to here link to register
[INFO ] [2021-07-24 21:32:53,480] Precondition: Input email ID textbox
[INFO ] [2021-07-24 21:32:53,728] Precondition: Click to submit button
[INFO ] [2021-07-24 21:32:54,671] Precondition: Get user id to login
[INFO ] [2021-07-24 21:32:54,737] Precondition: Get password to login
[INFO ] [2021-07-24 21:32:54,804] Precondition: Open url login page
[INFO ] [2021-07-24 21:32:56,187] Precondition: Input user ID
[INFO ] [2021-07-24 21:32:56,337] Precondition: Input password
[INFO ] [2021-07-24 21:32:56,472] Precondition: Click to login button
[INFO ] [2021-07-24 21:32:57,934] Precondition: Click to New Customer page
[INFO ] [2021-07-24 21:32:58,455] Precondition: Create new customer successful
[INFO ] [2021-07-24 21:33:00,852]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:33:01,007] Edit_01: Step 01 - Open Edit Customer page
[INFO ] [2021-07-24 21:33:01,690] Edit_01: Step 02 - Input empty to customer id
[INFO ] [2021-07-24 21:33:01,816] Edit_01: Step 03 - Press tab key
[INFO ] [2021-07-24 21:33:02,005] Edit_01: Step 04 - Verify error message displayed
[INFO ] [2021-07-24 21:33:02,069]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:33:02,207] Edit_02: Step 01 - Input not numberic to customer id with value: 123abc
[INFO ] [2021-07-24 21:33:02,360] Edit_02: Step 02 - Verify error message displayed
[INFO ] [2021-07-24 21:33:02,401]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:33:02,423] Edit_03: Step 01 - Input special character to customer id with value: 123abc@
[INFO ] [2021-07-24 21:33:02,540] Edit_03: Step 02 - Verify error message displayed
[INFO ] [2021-07-24 21:33:02,581]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:33:02,586] Edit_04: Step 01 - Input valid customer id with value: 23661
[INFO ] [2021-07-24 21:33:02,671] Edit_04: Step 02 - Click submit button
[INFO ] [2021-07-24 21:33:03,380] Edit_04: Step 03 - Verify submit successful with customer name displayed
[INFO ] [2021-07-24 21:33:03,437]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:33:03,444] Edit_05: Step 01 - Verify customer name
[INFO ] [2021-07-24 21:33:03,488]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:33:03,488] Edit_05: Step 02 - Verify gender
[INFO ] [2021-07-24 21:33:03,527]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-24 21:33:03,527] Edit_05: Step 03 - Verify date of birth
[INFO ] [2021-07-24 21:33:03,563]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-24 21:33:03,752] OS name = windows 10
[INFO ] [2021-07-24 21:33:04,576] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-07-24 21:38:53,237] Precondition: Click to here link to register
[INFO ] [2021-07-24 21:38:55,449] Precondition: Input email ID textbox
[INFO ] [2021-07-24 21:38:55,644] Precondition: Click to submit button
[INFO ] [2021-07-24 21:38:56,791] Precondition: Get user id to login
[INFO ] [2021-07-24 21:38:56,862] Precondition: Get password to login
[INFO ] [2021-07-24 21:38:56,933] Precondition: Open url login page
[INFO ] [2021-07-24 21:38:58,104] Precondition: Input user ID
[INFO ] [2021-07-24 21:38:58,249] Precondition: Input password
[INFO ] [2021-07-24 21:38:58,372] Precondition: Click to login button
[INFO ] [2021-07-24 21:38:59,941] Precondition: Click to New Customer page
[INFO ] [2021-07-24 21:39:00,404] Precondition: Create new customer successful
[INFO ] [2021-07-24 21:39:02,745]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:39:02,908] Edit_01: Step 01 - Open Edit Customer page
[INFO ] [2021-07-24 21:39:03,578] Edit_01: Step 02 - Input empty to customer id
[INFO ] [2021-07-24 21:39:03,700] Edit_01: Step 03 - Press tab key
[INFO ] [2021-07-24 21:39:03,895] Edit_01: Step 04 - Verify error message displayed
[INFO ] [2021-07-24 21:39:03,965]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:39:04,154] Edit_02: Step 01 - Input not numberic to customer id with value: 123abc
[INFO ] [2021-07-24 21:39:04,310] Edit_02: Step 02 - Verify error message displayed
[INFO ] [2021-07-24 21:39:04,353]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:39:04,377] Edit_03: Step 01 - Input special character to customer id with value: 123abc@
[INFO ] [2021-07-24 21:39:04,519] Edit_03: Step 02 - Verify error message displayed
[INFO ] [2021-07-24 21:39:04,561]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:39:04,567] Edit_04: Step 01 - Input valid customer id with value: 82189
[INFO ] [2021-07-24 21:39:04,664] Edit_04: Step 02 - Click submit button
[INFO ] [2021-07-24 21:39:05,409] Edit_04: Step 03 - Verify submit successful with customer name displayed
[INFO ] [2021-07-24 21:39:05,464]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-24 21:39:05,469] Edit_05: Step 01 - Verify customer name
